,Unnamed: 0,MSSubClass,MSZoning,LotArea,Street,Alley,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscVal,MoSold,YrSold,SaleCondition,SalePrice,LogSale,SaleTypeNew,PoolQCNon,HasGarage,GarageCond*GarageQual,Fireplaces*FireplaceQu,ElectricalSBr,HeatingGas,HasBasement,BsmtCond*BsmtQual,ExterCond*ExterQual,LandSlopeGtl,LotShapeReg,OverallQual*OverallCond,GarageYrBltSq,LotAreaBins,Has2ndFlr,TotalBsmtSFNegSq,GarageAreaBins,GrLivAreaNegSq,HasWoodDeck,HasOpenPorch,HasEnclosedPorch,Has3SsnPorch,HasScreenPorch
194,194,20,RL,7180,Pave,None,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Hip,HdBoard,None,0.0,3,3,CBlock,3,3,2,ALQ,390,474,864,3,1,864,0,864,0,0,1,0,3,1,3,5,Typ,0,0,Detchd,1989.0,Unf,1,352,3,3,Y,0,0,0,0,0,None,0,5,2008,Normal,127000,11.751942365440726,0,1,1,9,0,1,1,1,9,9,1,0,35,3956121.0,<10000,0,-746496,<600,-746496,0,0,0,0,0
195,195,160,RL,2280,Pave,None,Lvl,FR2,NPkVill,Norm,Twnhs,2Story,6,6,1976,1976,Gable,Plywood,None,0.0,3,3,CBlock,4,3,0,ALQ,566,289,855,3,1,855,601,1456,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,1976.0,Unf,2,440,3,3,Y,87,0,0,0,0,None,0,7,2009,Normal,148500,11.908340237224893,0,1,1,9,3,1,1,1,12,9,1,1,36,3904576.0,<5000,1,-731025,<600,-2119936,1,0,0,0,0
196,196,20,RL,9416,Pave,None,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,5,2007,2007,Hip,CemntBd,Stone,205.0,5,3,PConc,5,3,0,GLQ,1126,600,1726,5,1,1726,0,1726,1,0,2,0,3,1,5,8,Typ,1,4,Attchd,2007.0,Fin,3,786,3,3,Y,171,138,0,0,266,None,0,9,2007,Partial,311872,12.650348126203179,1,1,1,9,4,1,1,1,15,15,1,1,35,4028049.0,<10000,0,-2979076,<900,-2979076,1,1,0,0,1
198,198,75,RM,5520,Pave,None,Lvl,Corner,OldTown,Norm,1Fam,2.5Fin,6,6,1912,1950,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,Unf,0,755,755,5,1,929,929,2229,0,0,1,0,5,1,3,8,Typ,0,0,None,0.0,None,0,0,0,0,Y,0,198,30,0,0,MnPrv,0,7,2009,Abnorml,104000,11.55214617812351,0,1,0,0,0,1,1,1,9,9,1,1,36,0.0,<10000,1,-570025,0,-4968441,0,1,1,0,0
199,199,20,RL,9591,Pave,None,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2004,2005,Hip,VinylSd,BrkFace,262.0,4,3,PConc,5,3,2,GLQ,1088,625,1713,5,1,1713,0,1713,1,0,2,0,3,1,5,7,Typ,1,4,Attchd,2004.0,Fin,3,856,3,3,Y,0,26,0,0,170,None,0,1,2009,Normal,274900,12.524162674153335,0,1,1,9,4,1,1,1,15,12,1,1,40,4016016.0,<10000,0,-2934369,<900,-2934369,0,1,0,0,1
200,200,20,RM,8546,Pave,None,Lvl,Corner,Edwards,Norm,1Fam,1Story,4,5,2003,2004,Gable,VinylSd,None,0.0,3,3,PConc,4,3,0,Unf,0,1121,1121,5,1,1121,0,1121,0,0,2,0,2,1,3,5,Typ,0,0,Attchd,2003.0,RFn,2,440,3,3,Y,132,64,0,0,0,None,0,3,2010,Normal,140000,11.849397701591439,0,1,1,9,0,1,1,1,12,9,1,1,20,4012009.0,<10000,0,-1256641,<600,-1256641,1,1,0,0,0
201,201,20,RL,10125,Pave,None,Lvl,Inside,Mitchel,Norm,1Fam,1Story,6,6,1977,1977,Gable,Plywood,None,0.0,3,3,CBlock,3,3,0,ALQ,641,276,1196,3,1,1279,0,1279,0,1,2,0,3,1,3,6,Typ,2,2,Detchd,1980.0,Unf,2,473,3,3,Y,238,83,0,0,0,MnPrv,0,2,2008,Normal,171500,12.052338545588134,0,1,1,9,4,1,1,1,9,9,1,1,36,3920400.0,<15000,0,-1430416,<600,-1635841,1,1,0,0,0
202,202,50,RL,7000,Pave,None,Lvl,Corner,OldTown,Artery,1Fam,1.5Fin,6,6,1924,1950,Gable,MetalSd,None,0.0,3,4,BrkTil,2,3,0,LwQ,617,0,617,4,1,865,445,1310,0,0,2,0,2,1,3,6,MinMod,0,0,Attchd,1924.0,Unf,1,398,3,3,Y,0,0,126,0,0,None,0,5,2006,Normal,112000,11.626254150277234,0,1,1,9,0,1,1,1,6,12,1,1,36,3701776.0,<10000,1,-380689,<600,-1716100,0,0,1,0,0
203,203,120,RM,4438,Pave,None,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,BrkFace,205.0,4,3,PConc,4,3,2,GLQ,662,186,848,5,1,848,0,848,1,0,1,0,1,1,4,3,Typ,1,4,Attchd,2004.0,RFn,2,420,3,3,Y,149,0,0,0,0,None,0,1,2008,Normal,149000,11.911701584927595,0,1,1,9,4,1,1,1,12,12,1,1,30,4016016.0,<5000,0,-719104,<600,-719104,1,0,0,0,0
204,204,50,RM,3500,Pave,Grvl,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,AsbShng,None,0.0,3,3,CBlock,3,3,0,LwQ,312,408,720,3,1,720,564,1284,0,0,1,1,2,1,3,5,Typ,0,0,Detchd,1948.0,Unf,1,240,3,3,Y,0,35,0,0,0,MnWw,0,4,2009,Normal,110000,11.608235644774554,0,1,1,9,0,1,1,1,9,9,1,1,35,3794704.0,<5000,1,-518400,<300,-1648656,0,1,0,0,0
205,205,20,RL,11851,Pave,None,Lvl,Corner,Gilbert,Norm,1Fam,1Story,7,5,1990,1990,Gable,HdBoard,None,0.0,3,3,PConc,4,3,0,Unf,0,1424,1424,5,1,1442,0,1442,0,0,2,0,3,1,3,5,Typ,0,0,Attchd,1990.0,RFn,2,500,3,3,Y,0,34,0,508,0,None,0,5,2009,Normal,180500,12.103486056755074,0,1,1,9,0,1,1,1,12,9,1,1,35,3960100.0,<15000,0,-2027776,<600,-2079364,0,1,0,1,0
206,206,20,RL,13673,Pave,None,Lvl,CulDSac,Sawyer,RR,1Fam,1Story,5,5,1962,1962,Gable,HdBoard,None,0.0,3,4,CBlock,3,3,0,Unf,0,1140,1140,3,1,1696,0,1696,0,0,1,1,3,1,3,8,MinMod,1,3,Attchd,1962.0,RFn,1,349,3,3,Y,0,30,0,0,0,None,0,3,2007,Normal,143900,11.876873892875462,0,1,1,9,3,1,1,1,9,12,1,0,25,3849444.0,<15000,0,-1299600,<600,-2876416,0,1,0,0,0
207,207,20,RL,12493,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,5,1960,1960,Gable,Wd Sdng,None,0.0,3,3,PConc,3,3,0,ALQ,419,375,1100,3,1,1100,0,1100,1,0,1,0,3,1,3,6,Typ,1,1,Attchd,1960.0,RFn,1,312,3,3,Y,355,0,0,0,0,GdWo,0,4,2008,Normal,141000,11.856515169360303,0,1,1,9,1,1,1,1,9,9,1,0,20,3841600.0,<15000,0,-1210000,<600,-1210000,1,0,0,0,0
208,208,60,RL,14364,Pave,None,Low,Inside,SawyerW,Norm,1Fam,2Story,7,5,1988,1989,Gable,Plywood,BrkFace,128.0,4,3,CBlock,4,3,3,GLQ,1065,92,1157,5,1,1180,882,2062,1,0,2,1,3,1,3,7,Typ,1,4,Attchd,1988.0,Fin,2,454,3,3,Y,60,55,0,0,154,None,0,4,2007,Normal,277000,12.531772785169474,0,1,1,9,4,1,1,1,12,12,0,0,35,3952144.0,<15000,1,-1338649,<600,-4251844,1,1,0,0,1
209,209,20,RL,8250,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,7,1964,1964,Hip,HdBoard,Stone,260.0,3,3,CBlock,4,3,0,Rec,787,305,1092,5,1,1092,0,1092,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1964.0,RFn,2,504,3,4,Y,0,0,0,0,0,MnPrv,0,7,2008,Normal,145000,11.884489021402711,0,1,1,12,0,1,1,1,12,9,1,1,42,3857296.0,<10000,0,-1192464,<600,-1192464,0,0,0,0,0
210,210,30,RL,5604,Pave,None,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,6,1925,1950,Gable,Stucco,None,0.0,3,3,CBlock,3,3,0,Rec,468,396,864,3,0,864,0,864,1,0,1,0,2,1,3,5,Typ,0,0,None,0.0,None,0,0,0,0,Y,0,0,96,0,0,None,0,4,2008,Normal,98000,11.492722757652713,0,1,0,0,0,0,1,1,9,9,1,1,30,0.0,<10000,0,-746496,0,-746496,0,0,1,0,0
211,211,20,RL,10420,Pave,None,Lvl,Corner,Edwards,Norm,1Fam,1Story,6,5,2009,2009,Gable,VinylSd,None,0.0,3,3,PConc,4,3,1,GLQ,36,1176,1212,5,1,1212,0,1212,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,2009.0,RFn,2,460,3,3,Y,100,22,0,0,0,None,0,3,2010,Normal,186000,12.133501952695338,0,1,1,9,0,1,1,1,12,9,1,1,30,4036081.0,<15000,0,-1468944,<600,-1468944,1,1,0,0,0
212,212,60,FV,8640,Pave,None,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,5,2009,2009,Gable,VinylSd,None,0.0,3,3,PConc,4,3,0,GLQ,822,78,900,5,1,932,920,1852,1,0,2,1,3,1,4,7,Typ,1,3,Attchd,2009.0,RFn,2,644,3,3,Y,168,108,0,0,0,None,0,7,2009,Partial,252678,12.439871229831715,1,1,1,9,3,1,1,1,12,9,1,1,35,4036081.0,<10000,1,-810000,<900,-3429904,1,1,0,0,0
213,213,20,RL,13568,Pave,None,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,5,1995,1995,Gable,VinylSd,None,0.0,3,3,PConc,4,3,0,ALQ,716,274,990,5,1,990,0,990,0,1,1,0,3,1,3,5,Typ,0,0,Attchd,1996.0,Unf,2,576,3,3,Y,224,0,0,0,0,None,0,7,2006,Normal,156000,11.957611286231675,0,1,1,9,0,1,1,1,12,9,1,0,25,3984016.0,<15000,0,-980100,<600,-980100,1,0,0,0,0
214,214,60,RL,10900,Pave,None,Lvl,FR2,CollgCr,Norm,1Fam,2Story,6,7,1977,1977,Gable,HdBoard,BrkFace,153.0,3,3,CBlock,4,3,0,GLQ,378,311,689,5,1,689,703,1392,0,0,1,1,3,1,3,6,Typ,0,0,Attchd,1977.0,Fin,1,299,3,3,Y,0,36,0,0,0,MnPrv,450,3,2010,Normal,161750,11.993807212363148,0,1,1,9,0,1,1,1,12,9,1,0,42,3908529.0,<15000,1,-474721,<300,-1937664,0,1,0,0,0
215,215,20,RL,10011,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1957,1996,Gable,HdBoard,BrkFace,64.0,3,3,CBlock,3,3,0,BLQ,360,710,1070,3,1,1236,0,1236,0,1,1,0,2,1,4,6,MinMod,1,2,Attchd,1957.0,Unf,1,447,3,3,Y,0,0,0,0,0,MnPrv,0,5,2006,Normal,134450,11.808947661697008,0,1,1,9,2,1,1,1,9,9,1,0,30,3829849.0,<15000,0,-1144900,<600,-1527696,0,0,0,0,0
216,216,20,RL,8450,Pave,None,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2004,2004,Gable,VinylSd,BrkFace,266.0,4,3,PConc,4,3,1,GLQ,946,490,1436,5,1,1436,0,1436,1,0,2,0,3,1,4,8,Typ,0,0,Attchd,2004.0,Unf,2,484,3,3,Y,139,98,0,0,0,None,0,4,2008,Normal,210000,12.254862809699604,0,1,1,9,0,1,1,1,12,12,1,1,35,4016016.0,<10000,0,-2062096,<600,-2062096,1,1,0,0,0
217,217,70,RM,9906,Pave,Grvl,Lvl,Inside,OldTown,Norm,1Fam,2Story,4,4,1925,1950,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,0,Unf,0,686,686,2,0,810,518,1328,0,0,1,0,3,1,3,8,Typ,0,0,Detchd,1940.0,Unf,1,210,3,3,Y,0,172,60,0,0,None,0,9,2006,Family,107000,11.580584113444045,0,1,1,9,0,1,1,1,9,9,1,1,16,3763600.0,<10000,1,-470596,<300,-1763584,0,1,1,0,0
218,218,50,RL,15660,Pave,None,Lvl,Corner,Crawfor,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,VinylSd,BrkFace,312.0,4,4,CBlock,3,3,0,BLQ,341,457,798,5,1,1137,817,1954,0,1,1,1,3,1,4,8,Typ,2,3,Attchd,1939.0,Unf,2,431,3,3,Y,0,119,150,0,0,None,0,5,2008,Normal,311500,12.649154617209645,0,1,1,9,6,1,1,1,9,16,1,0,63,3759721.0,<20000,1,-636804,<600,-3818116,0,1,1,0,0
219,219,120,RL,3010,Pave,None,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,BrkFace,16.0,4,3,PConc,4,3,2,GLQ,16,1232,1248,5,1,1248,0,1248,0,0,2,0,2,1,4,5,Typ,0,0,Attchd,2005.0,Fin,2,438,3,3,Y,108,0,0,0,0,None,0,3,2006,Partial,167240,12.0271851854705,1,1,1,9,0,1,1,1,12,12,1,1,35,4020025.0,<5000,0,-1557504,<600,-1557504,1,0,0,0,0
220,220,20,RL,8990,Pave,None,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,0,1498,1498,5,1,1498,0,1498,0,0,2,0,2,1,4,5,Typ,0,0,Attchd,2006.0,RFn,2,675,3,3,Y,351,33,0,0,0,None,0,4,2006,Partial,204900,12.230277334226992,1,1,1,9,0,1,1,1,12,12,1,0,35,4024036.0,<10000,0,-2244004,<900,-2244004,1,1,0,0,0
221,221,60,RL,8068,Pave,None,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2002,2002,Gable,VinylSd,None,0.0,4,3,PConc,4,3,0,Unf,0,1010,1010,5,1,1010,1257,2267,0,0,2,1,4,1,4,8,Typ,1,3,BuiltIn,2002.0,RFn,2,390,3,3,Y,120,46,0,0,0,None,0,12,2009,Normal,200000,12.206072645530176,0,1,1,9,3,1,1,1,12,12,1,0,30,4008004.0,<10000,1,-1020100,<600,-5139289,1,1,0,0,0
222,222,60,RL,11475,Pave,None,Lvl,Inside,NWAmes,RR,1Fam,2Story,6,6,1975,1975,Gable,VinylSd,None,0.0,3,3,CBlock,4,3,0,ALQ,550,163,713,3,1,811,741,1552,1,0,2,1,3,1,3,6,Typ,1,3,Attchd,1975.0,RFn,2,434,3,3,Y,209,208,0,0,0,MnPrv,0,2,2006,Normal,179900,12.100156419938624,0,1,1,9,3,1,1,1,12,9,1,1,36,3900625.0,<15000,1,-508369,<600,-2408704,1,1,0,0,0
223,223,20,RL,10500,Pave,None,Lvl,FR2,NAmes,Norm,1Fam,1Story,4,6,1971,1971,Gable,HdBoard,None,0.0,3,3,CBlock,3,3,0,ALQ,524,160,864,4,1,864,0,864,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1989.0,Unf,2,576,3,3,Y,216,0,0,0,0,None,0,3,2009,Abnorml,97000,11.482466257485518,0,1,1,9,0,1,1,1,9,9,1,1,24,3956121.0,<15000,0,-746496,<600,-746496,1,0,0,0,0
224,224,20,RL,13472,Pave,None,Lvl,Inside,NridgHt,Norm,1Fam,1Story,10,5,2003,2003,Hip,VinylSd,BrkFace,922.0,5,3,PConc,5,3,3,GLQ,56,2336,2392,5,1,2392,0,2392,0,0,2,0,3,1,5,8,Typ,1,5,Attchd,2003.0,Fin,3,968,3,3,Y,248,105,0,0,0,None,0,6,2009,Normal,386250,12.864240107194092,0,1,1,9,5,1,1,1,15,15,1,1,50,4012009.0,<15000,0,-5721664,<1200,-5721664,1,1,0,0,0
225,225,160,RM,1680,Pave,None,Lvl,Inside,BrDale,Norm,Twnhs,2Story,5,5,1971,1971,Gable,HdBoard,BrkFace,142.0,3,3,CBlock,3,3,0,Unf,0,630,630,3,1,630,672,1302,0,0,2,1,3,1,3,6,Typ,0,0,Detchd,1991.0,Unf,1,280,3,3,Y,0,0,0,0,0,None,0,5,2009,Abnorml,112000,11.626254150277234,0,1,1,9,0,1,1,1,9,9,1,1,25,3964081.0,<5000,1,-396900,<300,-1695204,0,0,0,0,0
226,226,60,RL,9950,Pave,None,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,5,1995,1995,Gable,VinylSd,BrkFace,290.0,4,3,PConc,4,3,0,GLQ,565,638,1203,5,1,1214,1306,2520,0,0,2,1,4,1,4,9,Typ,1,3,Attchd,1995.0,RFn,3,721,3,3,Y,224,114,0,0,0,None,0,6,2007,Abnorml,290000,12.577636201962655,0,1,1,9,3,1,1,1,12,12,1,0,35,3980025.0,<10000,1,-1447209,<900,-6350400,1,1,0,0,0
227,227,160,RM,1869,Pave,None,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,6,1970,1970,Gable,HdBoard,BrkFace,127.0,3,3,CBlock,3,3,0,Rec,321,162,483,3,1,483,504,987,0,0,1,1,2,1,3,5,Typ,0,0,Detchd,1987.0,Unf,1,280,3,3,Y,0,0,0,0,0,None,0,9,2008,Normal,106000,11.571194373094206,0,1,1,9,0,1,1,1,9,9,1,1,36,3948169.0,<5000,1,-233289,<300,-974169,0,0,0,0,0
228,228,20,RL,8521,Pave,None,Lvl,FR2,Sawyer,Feedr,1Fam,1Story,5,5,1967,1967,Gable,HdBoard,None,0.0,3,3,CBlock,3,3,0,ALQ,842,70,912,3,1,912,0,912,0,0,1,0,3,1,3,5,Typ,1,2,Detchd,1974.0,Unf,1,336,3,3,Y,0,0,0,0,0,MnPrv,0,5,2010,Normal,125000,11.736069016284436,0,1,1,9,2,1,1,1,9,9,1,1,25,3896676.0,<10000,0,-831744,<600,-831744,0,0,0,0,0
229,229,120,RL,3182,Pave,None,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,BrkFace,16.0,4,3,PConc,4,3,2,GLQ,16,1357,1373,5,1,1555,0,1555,0,0,2,0,2,1,4,7,Typ,1,3,Attchd,2005.0,Fin,2,430,3,3,Y,143,20,0,0,0,None,0,5,2009,Normal,192500,12.167851432709975,0,1,1,9,3,1,1,1,12,12,1,1,35,4020025.0,<5000,0,-1885129,<600,-2418025,1,1,0,0,0
230,230,20,RL,8760,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1959,1959,Hip,MetalSd,BrkFace,220.0,3,3,CBlock,3,3,0,Unf,0,1194,1194,3,1,1194,0,1194,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1959.0,RFn,1,312,3,3,Y,0,0,120,0,0,None,0,4,2010,Normal,148000,11.904967552746253,0,1,1,9,0,1,1,1,9,9,1,1,36,3837681.0,<10000,0,-1425636,<600,-1425636,0,0,1,0,0
231,231,60,RL,15138,Pave,None,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,5,1995,1996,Gable,VinylSd,BrkFace,506.0,4,3,PConc,4,3,0,GLQ,689,773,1462,5,1,1490,1304,2794,1,0,2,1,4,1,5,9,Typ,1,3,Attchd,1995.0,Fin,3,810,3,3,Y,0,146,202,0,0,None,0,7,2009,Normal,403000,12.906691840928818,0,1,1,9,3,1,1,1,12,12,1,0,40,3980025.0,<20000,1,-2137444,<900,-7806436,0,1,1,0,0
232,232,160,RM,1680,Pave,None,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1972,1972,Gable,HdBoard,BrkFace,297.0,3,3,CBlock,3,3,0,Unf,0,483,483,3,1,483,504,987,0,0,1,1,2,1,3,5,Typ,1,1,Attchd,1972.0,Unf,1,288,3,3,Y,0,0,0,0,0,None,0,6,2006,Normal,94500,11.456355113481836,0,1,1,9,1,1,1,1,9,9,1,1,30,3888784.0,<5000,1,-233289,<300,-974169,0,0,0,0,0
233,233,20,RL,10650,Pave,None,Lvl,Corner,CollgCr,Norm,1Fam,1Story,5,6,1976,1976,Gable,HdBoard,None,0.0,3,3,CBlock,3,4,2,LwQ,182,0,894,3,1,894,0,894,1,0,1,0,3,1,3,5,Typ,0,0,Attchd,1976.0,Unf,1,308,3,3,Y,365,0,0,0,0,MnPrv,0,2,2010,Normal,128200,11.761346823468704,0,1,1,9,0,1,1,1,12,9,1,1,30,3904576.0,<15000,0,-799236,<600,-799236,1,0,0,0,0
234,235,160,RM,1680,Pave,None,Lvl,Inside,BrDale,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,HdBoard,BrkFace,604.0,3,3,CBlock,3,3,0,ALQ,358,125,483,3,1,483,504,987,0,0,1,1,2,1,3,5,Typ,0,0,Detchd,1971.0,Unf,1,264,3,3,Y,0,0,0,0,0,None,0,8,2008,Normal,89500,11.401993904262946,0,1,1,9,0,1,1,1,9,9,1,1,18,3884841.0,<5000,1,-233289,<300,-974169,0,0,0,0,0
235,236,20,RL,8773,Pave,None,Lvl,FR2,CollgCr,Norm,1Fam,1Story,7,5,2004,2004,Gable,VinylSd,BrkFace,98.0,4,3,PConc,4,3,2,GLQ,24,1390,1414,5,1,1414,0,1414,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,2004.0,RFn,2,494,3,3,Y,132,105,0,0,0,None,0,5,2010,Normal,185500,12.130810161029627,0,1,1,9,0,1,1,1,12,12,1,1,35,4016016.0,<10000,0,-1999396,<600,-1999396,1,1,0,0,0
236,237,60,RL,9453,Pave,None,Lvl,CulDSac,SawyerW,RR,1Fam,2Story,7,7,1993,2003,Gable,HdBoard,None,0.0,4,3,PConc,4,3,0,BLQ,402,594,996,5,1,1014,730,1744,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,1993.0,RFn,2,457,3,3,Y,370,70,0,238,0,None,0,2,2010,Normal,194500,12.178187442040636,0,1,1,9,0,1,1,1,12,12,1,0,49,3972049.0,<10000,1,-992016,<600,-3041536,1,1,0,1,0
237,238,20,RL,12030,Pave,None,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2007,2007,Hip,VinylSd,BrkFace,254.0,5,3,PConc,5,3,0,Unf,0,1694,1694,5,1,1694,0,1694,0,0,2,0,3,1,4,7,Typ,0,0,Attchd,2007.0,Fin,3,818,3,3,Y,168,228,0,0,0,None,0,12,2007,Partial,318000,12.669806661762314,1,1,1,9,0,1,1,1,15,15,1,1,40,4028049.0,<15000,0,-2869636,<900,-2869636,1,1,0,0,0
238,239,50,RL,8741,Pave,None,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,VinylSd,None,0.0,3,3,CBlock,3,2,0,LwQ,94,641,735,3,1,798,689,1487,0,0,1,1,3,1,3,7,Typ,1,4,Detchd,1949.0,Unf,1,220,3,3,Y,0,140,0,0,0,MnPrv,0,4,2010,Normal,113000,11.635143097694476,0,1,1,9,4,0,1,1,6,9,1,1,24,3798601.0,<10000,1,-540225,<300,-2211169,0,1,0,0,0
239,240,20,FV,9000,Pave,None,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,Stone,36.0,4,3,PConc,4,3,2,GLQ,1078,488,1566,5,1,1566,0,1566,1,0,2,0,3,1,4,7,Typ,0,0,Attchd,2008.0,RFn,2,750,3,3,Y,144,168,0,0,0,None,0,4,2010,Normal,262500,12.478006361013815,0,1,1,9,0,1,1,1,12,12,1,1,40,4032064.0,<10000,0,-2452356,<900,-2452356,1,1,0,0,0
240,241,30,RM,3880,Pave,None,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,9,1945,1997,Gable,VinylSd,None,0.0,3,4,CBlock,3,3,0,ALQ,329,357,686,4,1,866,0,866,0,0,1,0,2,1,4,4,Typ,0,0,None,0.0,None,0,0,0,0,Y,58,42,0,0,0,None,0,8,2007,Normal,110500,11.612770799939945,0,1,0,0,0,1,1,1,9,12,1,1,45,0.0,<5000,0,-470596,0,-749956,1,1,0,0,0
241,242,50,RM,5000,Pave,None,Lvl,Corner,OldTown,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,Unf,0,540,540,4,0,889,551,1440,0,0,1,0,3,1,3,6,Typ,0,0,Attchd,1940.0,Unf,1,352,2,3,Y,0,0,77,0,0,None,0,4,2006,Normal,79000,11.277203131449161,0,1,1,6,0,0,1,1,9,9,1,1,20,3763600.0,<10000,1,-291600,<600,-2073600,0,0,1,0,0
242,243,160,RL,10762,Pave,None,Lvl,Corner,SawyerW,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,Plywood,None,0.0,3,3,CBlock,4,3,0,Unf,0,626,626,3,1,626,591,1217,0,0,1,1,3,1,3,6,Typ,1,3,Attchd,1980.0,RFn,1,288,3,3,Y,0,28,0,0,0,None,0,4,2009,Normal,120000,11.695247021764185,0,1,1,9,3,1,1,1,12,9,1,1,36,3920400.0,<15000,1,-391876,<300,-1481089,0,1,0,0,0
243,244,60,RL,8880,Pave,None,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,1994,2002,Gable,VinylSd,None,0.0,4,3,PConc,4,3,0,GLQ,695,253,948,5,1,1222,888,2110,1,0,2,1,3,1,4,8,Typ,2,2,Attchd,1994.0,RFn,2,463,3,3,Y,0,130,0,0,0,None,0,5,2010,Normal,205000,12.230765258120543,0,1,1,9,4,1,1,1,12,12,1,0,35,3976036.0,<10000,1,-898704,<600,-4452100,0,1,0,0,0
244,245,20,RL,10400,Pave,None,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,5,1988,1988,Gable,Wd Sdng,BrkFace,102.0,3,3,CBlock,4,3,2,GLQ,929,916,1845,4,1,1872,0,1872,0,1,2,0,3,1,3,6,Typ,1,3,Attchd,1988.0,Fin,2,604,3,3,Y,197,39,0,0,0,None,0,6,2006,Normal,241500,12.394624752074765,0,1,1,9,3,1,1,1,12,9,1,1,35,3952144.0,<15000,0,-3404025,<900,-3504384,1,1,0,0,0
245,246,190,RM,9142,Pave,Grvl,Lvl,Inside,OldTown,Norm,2fmCon,2Story,6,8,1910,1950,Gable,AsbShng,None,0.0,3,2,Stone,2,3,0,Unf,0,1020,1020,4,0,908,1020,1928,0,0,2,0,4,2,2,9,Typ,0,0,Detchd,1910.0,Unf,1,440,1,1,Y,0,60,112,0,0,None,0,4,2006,Normal,137000,11.827736204810266,0,1,1,1,0,0,1,1,6,6,1,1,48,3648100.0,<10000,1,-1040400,<600,-3717184,0,1,1,0,0
246,247,20,RL,11310,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1954,1954,Hip,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,Unf,0,1367,1367,5,1,1375,0,1375,0,0,1,0,2,1,3,5,Typ,1,3,Attchd,1954.0,Unf,2,451,3,3,Y,0,30,0,0,0,None,0,6,2006,Normal,140000,11.849397701591439,0,1,1,9,3,1,1,1,9,9,1,1,30,3818116.0,<15000,0,-1868689,<600,-1890625,0,1,0,0,0
