,MSSubClass,MSZoning,LotArea,Street,Alley,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleCondition,SalePrice,LogSale,SaleTypeNew,PoolQCNon,HasGarage,GarageCond*GarageQual,Fireplaces*FireplaceQu,ElectricalSBr,HeatingGas,HasBasement,BsmtCond*BsmtQual,ExterCond*ExterQual,LandSlopeGtl,LotShapeReg,OverallQual*OverallCond
293,60,RL,16659,Pave,None,Lvl,Corner,NWAmes,Pos,1Fam,2Story,7,7,1977,1994,Gable,Plywood,BrkFace,34.0,3,3,CBlock,3,3,0,ALQ,795,0,0,795,2,1,1468,795,0,2263,1,0,2,1,3,1,4,9,Typ,1,3,Attchd,1977.0,Fin,2,539,3,3,Y,0,250,0,0,0,0,None,0,3,2006,Normal,235000,12.367340793126296,0,1,1,9,3,1,1,1,9,9,1,0,49
294,20,RL,9600,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1953,1953,Hip,HdBoard,Stone,238.0,3,3,CBlock,3,3,0,GLQ,1285,0,131,1416,3,1,1644,0,0,1644,1,0,1,0,3,1,3,7,Typ,2,4,Attchd,1953.0,Fin,2,418,3,3,Y,110,0,0,0,0,0,None,0,10,2009,Normal,167000,12.025749091398891,0,1,1,9,8,1,1,1,9,9,1,1,30
295,80,RL,7937,Pave,None,Lvl,CulDSac,Mitchel,Norm,1Fam,SLvl,6,6,1984,1984,Gable,HdBoard,None,0.0,3,3,CBlock,3,3,2,GLQ,819,0,184,1003,3,1,1003,0,0,1003,1,0,1,0,3,1,3,6,Typ,0,0,Detchd,1984.0,Unf,2,588,3,3,Y,120,0,0,0,0,0,GdPrv,0,3,2006,Normal,142500,11.867097278690842,0,1,1,9,0,1,1,1,9,9,1,0,36
296,50,RM,13710,Pave,None,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,BLQ,420,0,490,910,3,1,910,648,0,1558,0,0,1,1,4,1,3,6,Typ,0,0,Attchd,1950.0,Unf,1,282,3,3,Y,289,0,0,0,0,0,MnPrv,0,6,2007,Normal,152000,11.931635799828413,0,1,1,9,0,0,1,1,9,9,1,1,25
297,60,FV,7399,Pave,Pave,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,5,1997,1998,Hip,VinylSd,BrkFace,1600.0,4,3,PConc,4,3,0,BLQ,649,0,326,975,5,1,975,975,0,1950,0,0,2,1,3,1,4,7,Typ,1,3,Detchd,1997.0,RFn,2,576,3,3,Y,0,10,0,0,198,0,None,0,6,2007,Normal,239000,12.384218830913648,0,1,1,9,3,1,1,1,12,12,1,0,35
298,60,RL,11700,Pave,None,Lvl,Inside,NWAmes,Norm,1Fam,2Story,6,6,1968,1968,Mansard,HdBoard,BrkFace,365.0,4,3,CBlock,3,3,0,ALQ,384,175,143,702,4,1,1041,702,0,1743,0,1,1,2,3,1,3,7,Typ,1,4,Attchd,1968.0,Unf,2,539,3,3,Y,224,0,0,0,0,0,None,0,6,2007,Normal,175000,12.072541252905651,0,1,1,9,4,1,1,1,9,12,1,1,36
299,20,RL,14000,Pave,None,Lvl,Inside,Crawfor,Norm,1Fam,1Story,6,8,1950,2004,Gable,HdBoard,None,0.0,3,4,CBlock,3,3,0,Unf,0,0,1092,1092,5,1,1152,0,0,1152,0,1,1,0,3,1,4,6,Typ,1,4,Attchd,1950.0,Unf,1,300,3,3,Y,0,36,0,0,0,0,GdPrv,0,8,2009,Family,158500,11.973509872299472,0,1,1,9,4,1,1,1,9,12,1,1,48
300,190,RL,15750,Pave,None,Lvl,Corner,Crawfor,Norm,2fmCon,1Story,5,5,1953,1953,Hip,MetalSd,BrkFace,56.0,3,3,CBlock,3,3,1,BLQ,841,0,324,1165,3,1,1336,0,0,1336,1,0,1,0,2,1,3,5,Typ,2,4,Attchd,1953.0,Unf,1,375,3,3,Y,0,0,0,0,0,0,None,0,6,2006,Normal,157000,11.964001084330445,0,1,1,9,8,1,1,1,9,9,1,1,25
301,60,RL,16226,Pave,None,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,1998,1999,Gable,VinylSd,None,0.0,4,3,PConc,4,3,0,GLQ,281,0,747,1028,5,1,1210,1242,0,2452,0,0,2,1,4,1,4,9,Typ,1,3,BuiltIn,1998.0,Fin,2,683,3,3,Y,208,50,0,0,0,0,None,0,5,2007,Normal,267000,12.495003937382387,0,1,1,9,3,1,1,1,12,12,1,0,40
302,20,RL,13704,Pave,None,Lvl,Corner,CollgCr,Norm,1Fam,1Story,7,5,2001,2002,Gable,VinylSd,BrkFace,150.0,4,3,PConc,4,3,0,Unf,0,0,1541,1541,5,1,1541,0,0,1541,0,0,2,0,3,1,4,6,Typ,1,3,Attchd,2001.0,RFn,3,843,3,3,Y,468,81,0,0,0,0,None,0,1,2006,Normal,205000,12.230765258120545,0,1,1,9,3,1,1,1,12,12,1,0,35
303,20,RL,9800,Pave,None,Lvl,Corner,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Gable,VinylSd,None,0.0,3,3,PConc,3,3,0,ALQ,894,0,0,894,3,1,894,0,0,894,1,0,1,0,3,1,3,5,Typ,0,0,Attchd,1975.0,Unf,2,552,3,3,Y,256,0,0,0,0,0,GdWo,0,7,2006,Abnorml,149900,11.917723684090689,0,1,1,9,0,1,1,1,9,9,1,1,35
304,75,RM,18386,Pave,None,Lvl,Inside,OldTown,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CemntBd,None,0.0,3,3,BrkTil,3,3,0,Unf,0,0,1470,1470,5,1,1675,1818,0,3493,0,0,3,0,3,1,4,10,Typ,1,5,Attchd,2003.0,Unf,3,870,3,3,Y,302,0,0,0,0,0,None,0,5,2008,Normal,295000,12.594730635321957,0,1,1,9,5,1,1,1,9,9,1,1,63
305,20,RL,10386,Pave,None,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,5,2004,2005,Gable,CemntBd,Stone,246.0,4,3,PConc,4,3,0,GLQ,1464,0,536,2000,5,1,2000,0,0,2000,1,0,2,0,3,1,4,8,Typ,0,0,Attchd,2004.0,Fin,3,888,3,3,Y,168,0,0,0,0,0,None,0,7,2007,Normal,305900,12.631013530138995,0,1,1,9,0,1,1,1,12,12,1,1,40
306,60,RL,13474,Pave,None,Lvl,Inside,SawyerW,Feedr,1Fam,2Story,7,5,1990,1991,Gable,HdBoard,BrkFace,246.0,4,3,CBlock,4,3,0,ALQ,700,0,0,700,4,1,1122,1121,0,2243,1,0,2,1,4,1,4,8,Typ,1,3,Attchd,1990.0,RFn,3,746,3,3,Y,127,44,224,0,0,0,None,0,6,2007,Normal,225000,12.323855681186558,0,1,1,9,3,1,1,1,12,12,1,1,35
307,50,RM,7920,Pave,Grvl,Lvl,Inside,IDOTRR,Artery,1Fam,1.5Fin,6,7,1920,1950,Gable,MetalSd,None,0.0,3,2,CBlock,3,3,0,Unf,0,0,319,319,3,1,1035,371,0,1406,0,0,1,0,3,1,2,6,Typ,0,0,None,0.0,None,0,0,0,0,N,0,144,0,0,0,0,MnPrv,0,3,2008,Normal,89500,11.401993904262946,0,1,0,0,0,0,1,1,9,6,1,0,42
308,30,RL,12342,Pave,None,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,5,1940,1950,Gable,VinylSd,None,0.0,3,3,CBlock,3,3,0,BLQ,262,0,599,861,5,1,861,0,0,861,0,0,1,0,1,1,3,4,Typ,0,0,Detchd,1961.0,Unf,2,539,3,3,Y,158,0,0,0,0,0,None,0,3,2009,Normal,82500,11.320553572322773,0,1,1,9,0,1,1,1,9,9,1,0,20
309,20,RL,12378,Pave,None,Lvl,Inside,NridgHt,Norm,1Fam,1Story,9,5,2003,2004,Gable,VinylSd,None,0.0,4,3,PConc,5,3,3,GLQ,1274,0,622,1896,5,1,1944,0,0,1944,1,0,2,0,3,1,5,8,Typ,3,5,Attchd,2003.0,Fin,3,708,3,3,Y,208,175,0,0,0,0,None,0,11,2006,Normal,360000,12.793859310432293,0,1,1,9,15,1,1,1,15,12,1,0,45
310,60,RL,7685,Pave,None,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1993,1994,Gable,HdBoard,BrkFace,112.0,3,3,PConc,4,3,0,ALQ,518,0,179,697,4,1,697,804,0,1501,0,0,2,1,3,1,4,6,Typ,1,3,Attchd,1993.0,Fin,2,420,3,3,Y,190,63,0,0,0,0,None,0,5,2006,Normal,165600,12.017330520933296,0,1,1,9,3,1,1,1,12,9,1,0,30
311,20,RL,8000,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1948,2002,Gable,VinylSd,None,0.0,3,4,CBlock,3,3,0,ALQ,680,0,292,972,5,1,972,0,0,972,1,0,1,0,2,1,3,5,Typ,1,4,Detchd,1948.0,Unf,1,240,3,3,Y,0,0,0,0,0,0,None,0,5,2009,Normal,132000,11.790557201568507,0,1,1,9,4,1,1,1,9,12,1,1,36
312,190,RM,7800,Pave,None,Lvl,Inside,OldTown,Artery,2fmCon,1.5Fin,5,7,1939,1950,Gable,MetalSd,None,0.0,3,3,CBlock,4,3,1,Rec,507,0,286,793,3,1,793,325,0,1118,1,0,1,0,3,1,3,5,Typ,1,4,Detchd,1939.0,Unf,2,410,3,3,Y,0,0,0,0,271,0,MnPrv,0,5,2006,Normal,119900,11.694413341015606,0,1,1,9,4,1,1,1,12,9,1,1,35
313,20,RL,215245,Pave,None,Low,Inside,Timber,Norm,1Fam,1Story,7,5,1965,1965,Hip,BrkFace,None,0.0,3,3,CBlock,4,3,3,ALQ,1236,820,80,2136,3,1,2036,0,0,2036,2,0,2,0,3,1,3,8,Typ,2,4,Attchd,1965.0,RFn,2,513,3,3,Y,0,0,0,0,0,0,None,0,6,2009,Normal,375000,12.834681304952548,0,1,1,9,8,1,1,1,12,9,0,0,35
314,70,RM,9600,Pave,Grvl,Lvl,Inside,OldTown,Norm,1Fam,2Story,7,7,1925,1990,Gable,Wd Sdng,None,0.0,3,3,BrkTil,3,4,0,LwQ,16,0,712,728,5,1,832,809,0,1641,0,1,1,1,3,1,5,6,Typ,1,4,Detchd,1925.0,Unf,2,546,2,3,Y,0,0,234,0,0,0,None,0,8,2006,Normal,178000,12.089538829274222,0,1,1,6,4,1,1,1,12,9,1,1,49
315,60,RL,7795,Pave,None,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,None,0.0,4,3,PConc,4,3,0,GLQ,425,0,291,716,5,1,716,716,0,1432,1,0,2,1,3,1,4,6,Typ,1,4,Attchd,2004.0,Fin,2,432,3,3,Y,100,51,0,0,0,0,None,0,7,2009,Normal,188500,12.146853285870202,0,1,1,9,4,1,1,1,12,12,1,0,35
316,60,RL,13005,Pave,None,Lvl,Corner,NWAmes,Norm,1Fam,2Story,7,7,1980,1980,Gable,CemntBd,BrkFace,278.0,4,3,CBlock,4,3,0,GLQ,692,0,153,845,3,1,1153,1200,0,2353,1,0,2,1,4,1,5,10,Typ,1,3,Attchd,1983.0,RFn,2,484,3,3,Y,288,195,0,0,0,0,GdPrv,0,8,2009,Normal,260000,12.468436909997665,0,1,1,9,3,1,1,1,12,12,1,0,49
317,60,FV,9000,Pave,None,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,None,0.0,4,3,PConc,4,3,2,Unf,0,0,1088,1088,5,1,1088,871,0,1959,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,2006.0,RFn,3,1025,3,3,Y,208,46,0,0,0,0,None,0,12,2007,Normal,270000,12.506177237980511,0,1,1,9,4,1,1,1,12,12,1,1,40
318,60,RL,9900,Pave,None,Low,Inside,NoRidge,Norm,1Fam,2Story,7,5,1993,1993,Gable,HdBoard,BrkFace,256.0,4,3,PConc,4,3,3,GLQ,987,0,360,1347,5,1,1372,1274,0,2646,1,0,2,1,4,1,4,9,Typ,1,3,Attchd,1993.0,RFn,3,656,3,3,Y,340,60,144,0,0,0,None,0,4,2009,Normal,260000,12.468436909997665,0,1,1,9,3,1,1,1,12,12,0,1,35
319,80,RL,14115,Pave,None,Lvl,Inside,NWAmes,Norm,1Fam,SLvl,7,5,1980,1980,Gable,Plywood,BrkFace,225.0,3,3,CBlock,4,3,2,GLQ,1036,0,336,1372,3,1,1472,0,0,1472,1,0,2,0,3,1,3,6,Typ,2,3,Attchd,1980.0,Unf,2,588,3,3,Y,233,48,0,0,0,0,None,0,6,2009,Normal,187500,12.141534124392603,0,1,1,9,6,1,1,1,12,9,1,1,35
320,60,RL,16259,Pave,None,Lvl,Corner,NridgHt,Norm,1Fam,2Story,9,5,2006,2006,Gable,VinylSd,Stone,370.0,3,3,PConc,5,4,2,Unf,0,0,1249,1249,5,1,1249,1347,0,2596,0,0,3,1,4,1,4,9,Typ,0,0,Attchd,2006.0,RFn,3,840,3,3,Y,240,154,0,0,0,0,None,0,9,2006,Partial,342643,12.7444443677961,1,1,1,9,0,1,1,1,20,9,1,1,45
321,60,RL,12099,Pave,None,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2004,2004,Gable,VinylSd,BrkFace,388.0,4,3,PConc,5,3,2,GLQ,970,0,166,1136,5,1,1136,1332,0,2468,1,0,2,1,4,1,4,10,Typ,1,4,BuiltIn,2004.0,Fin,3,872,3,3,Y,184,154,0,0,0,0,None,0,6,2007,Normal,354000,12.777052192115912,0,1,1,9,4,1,1,1,15,12,1,0,40
322,60,RL,10380,Pave,None,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,1986,1987,Gable,Plywood,BrkFace,172.0,4,3,CBlock,3,3,3,LwQ,28,1474,0,1502,5,1,1553,1177,0,2730,1,0,2,1,4,1,4,8,Typ,1,3,Attchd,1987.0,Fin,2,576,3,3,Y,201,96,0,0,0,0,MnPrv,0,8,2007,Normal,301000,12.614865543731012,0,1,1,9,3,1,1,1,9,12,1,0,35
323,20,RM,5820,Pave,None,Lvl,Inside,OldTown,Norm,1Fam,1Story,3,8,1955,2005,Gable,VinylSd,None,0.0,3,4,CBlock,3,3,0,ALQ,256,0,906,1162,5,1,1163,0,0,1163,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1955.0,Unf,1,220,2,3,Y,142,98,0,0,0,0,None,0,7,2006,Normal,126175,11.745425111208464,0,1,1,6,0,1,1,1,9,12,1,1,24
324,80,RL,11275,Pave,None,Lvl,Corner,NAmes,Pos,1Fam,SLvl,7,7,1967,2007,Mansard,Wd Sdng,BrkFace,300.0,4,4,CBlock,4,3,0,Unf,0,0,710,710,5,1,1898,1080,0,2978,0,0,2,1,5,1,4,11,Typ,1,4,BuiltIn,1961.0,Fin,2,564,3,3,Y,240,0,0,0,0,0,None,0,6,2010,Normal,242000,12.396693005138824,0,1,1,9,4,1,1,1,12,16,1,1,49
325,45,RM,5000,Pave,None,Lvl,Inside,IDOTRR,RR,1Fam,1.5Unf,5,6,1941,1950,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,2,BLQ,116,0,604,720,1,0,803,0,0,803,0,0,1,0,2,1,3,5,Typ,0,0,Detchd,1941.0,Unf,2,360,3,3,Y,0,0,244,0,0,0,None,0,12,2007,Normal,87000,11.37366339763672,0,1,1,9,0,0,1,1,9,9,1,1,30
326,120,RL,10846,Pave,None,Lvl,CulDSac,Veenker,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,BrkFace,None,0.0,4,3,PConc,4,3,3,GLQ,1619,0,100,1719,5,1,1719,0,0,1719,2,0,1,1,1,1,4,6,Typ,2,4,Attchd,1993.0,Fin,2,473,3,3,Y,122,30,0,0,0,0,None,0,5,2008,Normal,324000,12.688498794774466,0,1,1,9,8,1,1,1,12,12,1,0,40
327,20,RL,11600,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1960,1960,Hip,Wd Sdng,BrkFace,175.0,3,3,CBlock,3,3,0,Rec,565,0,818,1383,3,1,1383,0,0,1383,0,0,1,1,3,1,3,7,Typ,0,0,Attchd,1960.0,RFn,1,292,3,3,Y,0,45,0,0,0,0,None,0,4,2006,Normal,145250,11.886211674714158,0,1,1,9,0,1,1,1,9,9,1,1,30
328,75,RL,11888,Pave,Pave,Bnk,Inside,BrkSide,Pos,1Fam,2.5Unf,6,6,1916,1994,Gable,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,Unf,0,0,844,844,4,0,1445,689,0,2134,0,0,2,0,5,1,4,10,Typ,0,0,Detchd,1930.0,Unf,2,441,3,3,Y,0,60,268,0,0,0,None,0,7,2009,Normal,214500,12.27606501735021,0,1,1,9,0,0,1,1,9,9,1,0,36
329,70,RM,6402,Pave,None,Lvl,Corner,IDOTRR,Norm,1Fam,2Story,5,5,1920,1950,Gable,Wd Sdng,None,0.0,3,3,PConc,3,3,1,Unf,0,0,596,596,3,0,596,596,0,1192,0,0,1,0,3,1,3,6,Typ,0,0,Detchd,1920.0,Unf,1,189,2,2,N,0,0,137,0,0,0,GdWo,0,7,2009,Normal,78000,11.26446410567173,0,1,1,4,0,1,1,1,9,9,1,1,25
330,90,RL,10624,Pave,None,Lvl,Inside,NAmes,Norm,Duplex,1Story,5,4,1964,1964,Gable,HdBoard,BrkFace,84.0,3,3,CBlock,3,3,0,GLQ,40,264,1424,1728,3,1,1728,0,0,1728,0,1,2,0,6,2,3,10,Typ,0,0,Detchd,2002.0,Unf,1,352,3,3,Y,155,0,0,0,0,0,None,0,11,2007,Normal,119000,11.686878772093667,0,1,1,9,0,1,1,1,9,9,1,0,20
331,20,RL,8176,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1958,1992,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,Rec,846,0,210,1056,2,1,1056,0,0,1056,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1958.0,RFn,1,308,3,3,Y,0,0,0,0,0,0,None,0,8,2007,Normal,139000,11.842229212112828,0,1,1,9,0,1,1,1,9,9,1,1,30
333,120,RM,8198,Pave,None,Lvl,FR3,NridgHt,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,VinylSd,Stone,146.0,4,3,PConc,4,3,2,GLQ,720,0,638,1358,5,1,1358,0,0,1358,1,0,2,0,2,1,4,6,Typ,1,4,Attchd,2004.0,RFn,2,484,3,3,Y,192,30,0,0,0,0,None,0,7,2008,Normal,207000,12.240474072247506,0,1,1,9,4,1,1,1,12,12,1,1,35
334,60,RL,9042,Pave,None,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1998,1998,Gable,VinylSd,None,0.0,3,3,PConc,4,3,3,GLQ,828,0,115,943,4,1,943,695,0,1638,1,0,2,1,3,1,3,7,Typ,2,3,Attchd,1998.0,Fin,2,472,3,3,Y,100,38,0,0,0,0,None,0,7,2008,Normal,192000,12.165250651009918,0,1,1,9,6,1,1,1,12,9,1,0,30
335,190,RL,164660,Grvl,None,HLS,Corner,Timber,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,Plywood,None,0.0,3,3,CBlock,3,3,3,ALQ,1249,147,103,1499,5,1,1619,167,0,1786,2,0,2,0,3,1,3,7,Typ,2,4,Attchd,1965.0,Fin,2,529,3,3,Y,670,0,0,0,0,0,None,700,8,2008,Normal,228950,12.341258918085241,0,1,1,9,8,1,1,1,9,9,0,0,30
336,20,RL,14157,Pave,None,HLS,Corner,StoneBr,Norm,1Fam,1Story,9,5,2005,2006,Hip,VinylSd,Stone,200.0,4,3,PConc,5,3,3,GLQ,1249,0,673,1922,5,1,1922,0,0,1922,1,0,2,0,3,1,4,8,Typ,1,4,Attchd,2005.0,Fin,3,676,3,3,Y,178,51,0,0,0,0,None,0,7,2007,Normal,377426,12.841129801965447,0,1,1,9,4,1,1,1,15,12,1,0,45
337,20,RL,9135,Pave,None,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2002,2003,Gable,VinylSd,BrkFace,113.0,4,3,PConc,4,3,2,GLQ,810,0,726,1536,5,1,1536,0,0,1536,1,0,2,0,3,1,4,7,Typ,0,0,Attchd,2002.0,RFn,2,532,3,3,Y,192,74,0,0,0,0,None,0,12,2008,Normal,214000,12.273731294003989,0,1,1,9,0,1,1,1,12,12,1,1,35
338,20,RL,14145,Pave,None,Lvl,Corner,NWAmes,Norm,1Fam,1Story,7,7,1984,1998,Gable,Wd Sdng,None,0.0,4,3,CBlock,4,3,1,ALQ,213,0,995,1208,5,1,1621,0,0,1621,1,0,2,0,3,1,4,8,Typ,0,0,Attchd,1984.0,RFn,2,440,3,3,Y,108,45,0,0,0,0,None,400,5,2006,Normal,202500,12.218495165528731,0,1,1,9,0,1,1,1,12,12,1,1,49
339,20,RL,12400,Pave,None,Lvl,Inside,NAmes,Feedr,1Fam,1Story,6,7,1958,1998,Hip,Wd Sdng,BrkFace,176.0,3,3,CBlock,3,2,0,Rec,585,0,630,1215,3,1,1215,0,0,1215,0,0,1,0,3,1,3,6,Typ,0,0,Attchd,1958.0,Unf,1,297,3,3,Y,0,0,0,0,234,0,None,0,6,2009,Normal,155000,11.951180395901384,0,1,1,9,0,0,1,1,6,9,1,0,42
340,60,RL,14191,Pave,None,Lvl,Inside,Timber,Norm,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,None,0.0,4,3,PConc,4,3,0,Unf,0,0,967,967,5,1,993,915,0,1908,0,0,2,1,4,1,4,9,Typ,0,0,Attchd,2002.0,Fin,2,431,3,3,Y,135,0,0,0,0,0,None,0,4,2010,Normal,202900,12.220468525813907,0,1,1,9,0,1,1,1,12,12,1,1,40
341,20,RH,8400,Pave,None,Lvl,Inside,SawyerW,Feedr,1Fam,1Story,4,4,1950,1950,Gable,Wd Sdng,None,0.0,2,2,CBlock,3,2,0,Unf,0,0,721,721,4,1,841,0,0,841,0,0,1,0,2,1,3,4,Typ,0,0,CarPort,1950.0,Unf,1,294,3,3,N,250,0,24,0,0,0,None,0,9,2009,Normal,82000,11.314474526246391,0,1,1,9,0,1,1,1,6,4,1,1,16
342,90,RL,8544,Pave,None,Lvl,Inside,NAmes,Norm,Duplex,1Story,3,4,1949,1950,Gable,Stucco,BrkFace,340.0,3,3,Slab,0,0,0,None,0,0,0,0,2,0,1040,0,0,1040,0,0,2,0,2,2,3,6,Typ,0,0,Detchd,1949.0,Unf,2,400,3,3,Y,0,0,0,0,0,0,None,0,5,2006,Normal,87500,11.379394072345706,0,1,1,9,0,0,0,0,0,9,1,1,12
343,120,RL,8849,Pave,None,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,MetalSd,BrkFace,616.0,5,3,PConc,5,3,0,GLQ,28,0,1656,1684,5,1,1684,0,0,1684,0,0,2,0,2,1,5,6,Typ,1,5,Attchd,2005.0,RFn,2,564,3,3,Y,495,72,0,0,0,0,None,0,7,2008,Normal,266000,12.491251587763836,0,1,1,9,5,1,1,1,15,15,1,0,45
344,160,RM,2592,Pave,None,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CemntBd,None,0.0,3,3,CBlock,4,3,0,Rec,129,232,175,536,3,1,536,576,0,1112,0,0,1,1,3,1,3,4,Typ,0,0,Attchd,1976.0,Unf,1,336,3,3,Y,182,0,0,0,0,0,None,0,4,2010,Normal,85000,11.350406535472453,0,1,1,9,0,1,1,1,12,9,1,1,15
345,50,RL,6435,Pave,None,Lvl,Inside,BrkSide,RR,1Fam,1.5Fin,6,5,1939,1950,Gable,MetalSd,None,0.0,3,3,BrkTil,3,3,0,Unf,0,0,972,972,4,1,972,605,0,1577,0,0,1,0,3,1,2,6,Typ,1,4,Detchd,1939.0,Unf,1,312,3,3,Y,0,0,0,0,0,0,None,0,10,2006,Normal,140200,11.850825253582627,0,1,1,9,4,1,1,1,9,9,1,1,30
346,20,RL,12772,Pave,None,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,6,8,1960,1998,Hip,MetalSd,None,0.0,3,4,CBlock,3,3,1,BLQ,498,0,460,958,3,1,958,0,0,958,0,0,1,0,2,1,3,5,Typ,0,0,Attchd,1960.0,RFn,1,301,3,3,Y,0,0,0,0,0,0,None,15500,4,2007,Normal,151500,11.928340903931561,0,1,1,9,0,1,1,1,9,12,1,0,48
347,20,RL,17600,Pave,None,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1960,1960,Gable,Wd Sdng,BrkFace,30.0,3,3,CBlock,3,3,0,BLQ,1270,0,208,1478,5,1,1478,0,0,1478,1,0,2,0,3,1,3,6,Typ,2,4,Attchd,1960.0,Unf,2,498,3,3,Y,0,40,0,0,0,0,None,0,12,2009,Normal,157500,11.967180737247824,0,1,1,9,8,0,1,1,9,9,1,0,30
348,160,RL,2448,Pave,None,Lvl,Inside,NridgHt,Norm,Twnhs,2Story,7,5,2003,2004,Gable,VinylSd,Stone,106.0,4,3,PConc,4,3,0,GLQ,573,0,191,764,5,1,764,862,0,1626,1,0,2,1,2,1,4,6,Typ,0,0,BuiltIn,2003.0,RFn,2,474,3,3,Y,0,27,0,0,0,0,None,0,10,2008,Normal,154000,11.944707881395766,0,1,1,9,0,1,1,1,12,12,1,1,35
349,60,RL,20431,Pave,None,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2005,2006,Hip,CemntBd,BrkFace,870.0,5,3,PConc,5,3,0,GLQ,1410,0,438,1848,5,1,1848,880,0,2728,1,0,2,1,4,1,5,10,Typ,2,5,Attchd,2006.0,Fin,3,706,3,3,Y,0,0,0,0,0,0,None,0,4,2006,Partial,437154,12.988040814744458,1,1,1,9,10,1,1,1,15,15,1,0,45
350,120,RL,7820,Pave,None,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,MetalSd,BrkFace,362.0,5,3,PConc,5,3,0,Unf,0,0,1869,1869,5,1,1869,0,0,1869,0,0,2,0,2,1,5,6,Typ,1,4,Attchd,2007.0,RFn,2,617,3,3,Y,210,54,0,0,0,0,None,0,12,2007,Partial,318061,12.669998467265833,1,1,1,9,4,1,1,1,15,15,1,0,45
351,120,RL,5271,Pave,None,Low,Inside,ClearCr,Norm,1Fam,1Story,7,5,1986,1986,Gable,Wd Sdng,None,0.0,3,3,PConc,4,3,3,GLQ,1082,0,371,1453,4,1,1453,0,0,1453,1,0,1,1,2,1,4,6,Typ,1,3,Attchd,1986.0,RFn,2,445,3,3,Y,0,80,0,0,184,0,None,0,12,2006,Abnorml,190000,12.154779351142624,0,1,1,9,3,1,1,1,12,9,0,0,35
352,50,RL,9084,Pave,None,Lvl,Inside,Edwards,Artery,1Fam,1.5Fin,5,6,1941,1950,Gable,VinylSd,None,0.0,3,3,CBlock,3,2,1,LwQ,236,380,0,616,3,0,616,495,0,1111,0,1,1,0,3,1,3,5,Typ,0,0,Detchd,1941.0,Unf,1,200,3,2,Y,48,0,0,0,0,0,None,0,3,2008,Normal,95000,11.461632170582678,0,1,1,6,0,1,1,1,6,9,1,1,30
